,Titulo,Autor,Referencia,Texto,link
43,Facilitan a los estados adquisición de deuda,Martha Martínez,Modifican Ley de Disciplina Financiera de Entidades Federativas. Podrán Gobiernos locales redirigir recursos ante emergencias,"El pleno de la Cámara de Diputados aprobó reformas que flexibilizan la adquisición de deuda de estados y municipios y permiten que los recursos para desastres naturales sean redireccionados a la atención de emergencias sanitarias.Con 303 votos a favor, 93 en contra y dos abstenciones diputados de Morena, PRI, PAN, PRD y Movimiento Ciudadano avalaron en lo general y en lo particular reformas a la Ley de Disciplina Financiera de las Entidades Federativas y la expedición de una nueva ley en la materia que, además, permite a los gobiernos locales y municipales contratar personal adicional para atender la emergencia sanitaria.La reforma impulsada por legisladores de todas las bancadas, a excepción del Partido del Trabajo, establece que los estados podrán optar por un balance presupuestario negativo, con lo que podrán solicitar más endeudamiento cuando sean necesarias acciones extraordinarias en materia de salubridad general.""(Se podrá incurrir en un Balance presupuestario de recursos disponibles negativos cuando) el costo de las acciones extraordinarias en materia de salubridad para prevenir y combatir cualquier daño a la salud, que sea reconocido oficialmente por la autoridad competente"", señala.Las modificaciones avaladas, luego de que el pleno rechazó dos reservas del PRI y de MC, establecen que los gobiernos locales también podrán reestructurar la deuda sin contar con la autorización de sus Congresos cuando se presenten situaciones extraordinarias por la ocurrencia de desastres naturales y de emergencias sanitarias declaradas por la autoridad competente.Esta medida, señala el documento, deberá tener como objetivo el diferimiento de pagos de capital e intereses por un plazo de hasta tres meses adicionales al originalmente pactado, y para ello las modificaciones deberán celebrarse en el periodo en el que se encuentra vigente la declaratoria de desastre natural o emergencia sanitaria.Además, señala que cuando el PIB registre una reducción de más del 5 por ciento las entidades federativas y municipios podrán reestructurar las obligaciones a corto plazo contratadas durante el ejercicio fiscal de dicha disminución.Las reformas incorporan la definición de emergencia o contingencia sanitaria, para que los recursos previstos en los presupuestos estatales para desastres naturales, también se destinen a acciones extraordinarias en materia de salubridad general.Además, faculta a los estados para que a partir de este año puedan contratar personal de salud adicional, toda vez que actualmente la ley prohíbe incrementar el rubro de Servicios Personales una vez que los presupuestos locales han sido aprobados. ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=2189951&TipoTrans=8
44,Resaltan beneficios,Martha Martínez,,"Patricia Terrazas, presidenta de la Comisión de Hacienda y Crédito Público de la Cámara de Diputados, indicó que las modificaciones a la Ley de Disciplina Financiera de las Entidades Federativas no contravienen la Constitución.Lo anterior, porque la reforma establece que la reestructura de la deuda deberá hacerse bajo las mejores condiciones de mercado, los estados y municipios podrán contratar obligaciones de corto plazo a efecto de solventar problemas de liquidez siempre que éstos sean pagados en su totalidad tres meses antes de concluir su administración y deberán rendir cuentas al Congreso de sus estados.Las modificaciones, dijo la panista, tienen como objetivo sentar las bases de actuación ante una situación de pandemia o emergencia sanitaria como la actual.    ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=2189952&TipoTrans=8
45,Rechazan financiar beisbol olímpico,REFORMA / STAFF,,"El Instituto Mexicano del Seguro Social (IMSS) rechazó que fuera a financiar al selectivo mexicano de beisbol para los Juegos Olímpicos Tokio 2021.No obstante, señaló que utiliza fondos para promover el deporte, entre ellos el beisbol, el favorito del Presidente.""Los recursos del programa de beisbol proceden del Gobierno federal y, dada la trayectoria histórica del IMSS en la promoción del deporte, son gestionados por un fideicomiso especializado a través del convenio suscrito entre el Instituto y la Secretaría de Educación Pública. En modo alguno se utilizan fondos del IMSS para dicha finalidad"", indicó en una tarjeta informativa.REFORMA publicó ayer que el Instituto lanzó una licitación para contratar a dos instructores, un visor y un director técnico de beisbol, y otra para capacitar a 30 personas como docentes para entrenar a los jugadores que participarán en la justa olímpica.El 27 de septiembre, el ex ligamayorista Edgar González, titular de la Oficina de la Presidencia para Promoción y Desarrollo del Beisbol en México (Probeis), informó que el dinero para la selección no se había podido ejercer, pero que está en el Fideicomiso para el Desarrollo del Deporte del IMSS.""El IMSS se siente orgulloso de que, dada su función de difusión y fortalecimiento del ejercicio físico y deporte como una de sus misiones institucionales en el campo del bienestar, se le haya reconocido para colaborar en el impulso de diferentes disciplinas deportivas, en el caso que nos ocupa el beisbol"", indicó.""El convenio (con la SEP) busca favorecer de manera directa la promoción de la práctica deportiva en todas las disciplinas entre los derechohabientes y beneficiarios del Instituto a través de las instalaciones deportivas en todo el país"". ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=2189953&TipoTrans=8
46,Va AMLO con Dodgers,,,"El Presidente Andrés Manuel López Obrador, aficionado al beisbol, dijo apoyar al equipo de Los Dodgers en la Serie Mundial, que arranca hoy. ""Voy Dodgers para que sea campeón de la Serie Mundial de este 2020"", afirmó en un video difundido en sus redes sociales.      ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=2189954&TipoTrans=8
47,Manuel J. Jáuregui / ¿Sabía y no actuó?,Manuel J. Jáuregui,,"Ayúdennos con esto, amigos lectores, si en boca cerrada no entran moscas, entonces debe ser igualmente cierto que en boca abierta entran o salen moscas, ¿o acaso las dos cosas?Afirmó ya en dos ocasiones -cuando menos- el Presidente López que él supo 15 días antes que Estados Unidos investigaba al General Salvador Cienfuegos, ex Secretario de la Defensa.Si esto es cierto ¿cómo fue que el Presidente le dio tan poca importancia al hecho?¿No le avisó al General Luis Cresencio Sandoval, actual jefe de la Sedena, que venía un golpe duro contra el prestigio del Ejército?¿No le pidió informes a su Fiscal General, Gertz Manero?¿No abrió su Gobierno una investigación propia -incluso un juicio militar para dar un golpe preventivo- y así hacer que la justicia se hiciera en México y no fuera de México?Está sumamente raro que, avisado de la investigación de la DEA contra el más prominente militar jamás acusado de proteger cárteles, el Presidente dejara pasar la rola sin siquiera intentar un disparo a primera para sacar el out.Cabe la posibilidad de que no supiera nada y ahora lo improvisa para aparentar gozar de mucha confianza por parte de los vecinos al norte del Bravo, que seguro no quedaron nada contentos con él cuando dejó ir al hijo de ""El Chapo"", contra quien los vecinos tenían una orden de aprehensión.Recordemos que los norteamericanos detuvieron igualmente al ex Fiscal de Nayarit (donde Cienfuegos fue jefe de la Zona), Édgar Veytia, y obviamente a Genaro García Luna, ex Secretario de Seguridad con Calderón.Estira mucho la credulidad pensar que, sabiendo que venía algo perjudicial para el prestigio del Ejército, el Presidente, Sandoval y Gertz Manero se hayan cruzado de brazos y dejaran que cayera el golpanazo en seco.Lo más probable es que no sabían ni máiz, ya que de haber sabido lo hubieran detenido ellos mismos aquí.¡No lo hubieran dejado salir de México campante para que le echaran el guante allá causándole un gran bochorno a la imagen de nuestro País!Otra incongruencia es que ayer mismo el Presidente afirmó que va a pedir informes a Estados Unidos para saber de qué se le acusa.¡Pos si ya sabe!No necesita los informes de los vecinos, pues la Fiscalía, la Guardia y el Secretario de Seguridad Durazo saben, o deben saber, quiénes conforman el Cártel de los Beltrán Leyva y quiénes forman el ""H2"" y qué hizo por ellos la Sedena todo el pasado sexenio, y antes de eso lo que dejó de hacer como jefe de la Zona en Nayarit el General Cienfuegos.Resulta altamente vergonzoso para México que sea en Estados Unidos donde saben todo respecto a las fechorías aquí cometidas, mientras que nuestro Gobierno no sabe nada.Y cuando dice que sabe, resulta que NO HIZO maldita cosa.Bueno ¿y qué onda?, ¿seguimos con el rollo ese de ""ABRAZOS, NO BALAZOS""?¿O eso ya de plano quedó descartado como muestra de lo mucho que se intenta en el discurso y que no funciona en este País de las Maravillas potenciales, pero del desastre en los hechos?Deben estar preocupados los vecinos norteamericanos respecto a lo poco que se hace aquí en la llamada ""lucha contra la delincuencia"".Por ejemplo, el caso del ex Fiscal Veytia, de Nayarit, y de su jefe Roberto Sandoval: está ya condenado en Estados Unidos, pero es fecha de que aquí en México no hay ni siquiera una investigación respecto a sus complicidades, ni pesquisas y órdenes de aprehensión contra los capos a los que ayudó en el trasiego de drogas y a los ajustes de cuentas con sus rivales.Si se le mete lupa a todos estos bochornosos incidentes revela un desentendimiento total y una falta de voluntad clarísima por llamar a cuentas a los grandes capos de las organizaciones narcoterroristas que operan en México generando violencia e inseguridad.Se maneja, eso sí, una serie de sofismas y falsedades respecto a las actividades criminales desde el huachicoleo hasta la extorsión, pasando por el tráfico de drogas: se nos dice que va decreciendo, que los apoyos que reparte el Gobierno van a acabar con esas actividades, que los jóvenes ya no se van a dedicar a eso, etcétera, etcétera.Lástima que nada de esto ha demostrado ser cierto, y con Cienfuegos en el bote quedan más potenciales culpables libres que presos.     ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=2189983&TipoTrans=8
48,Colaborador Invitado / Julio A. Santaella: La lente de la estadística,Colaborador Invitado,,"En un pasado no muy lejano los datos eran escasos y sólo disponibles para los expertos. Las fuentes de información eran entonces contadas y la temática limitada. Pasó el tiempo y la forma de producir y analizar los datos se fue sofisticando a la par que lo hacían la tecnología y la ciencia. En la actualidad la internet y las tecnologías de información posibilitaron generar enormes volúmenes de datos de un sinfín de temáticas y amplia disponibilidad.Sin embargo, en un mundo tan lleno de datos abunda información falsa, verdades a medias, o simplemente opiniones con poco o ningún fundamento objetivo. Los hechos y la verdad son con frecuencia difíciles de distinguir.El difunto senador estadounidense Daniel Patrick Moynihan señaló en alguna ocasión que: ""todo mundo tiene derecho a su propia opinión, pero no a sus propios hechos"". Son los datos los que nos permiten caracterizar objetivamente estos hechos.Pero los datos falsos pueden conducir a que hagamos diagnósticos equivocados, tengamos opiniones absurdas, planteemos soluciones inútiles o tomemos decisiones poco acertadas. Nadie quiere incorporar en su toma de decisiones información errónea o sesgada; la información debe ser confiable.El arte de distinguir, en este mar de información, entre aquélla confiable y relevante y la que no lo es, resulta fundamental en nuestros días. Y dado que el avance tecnológico no se detiene, cada vez tendremos más datos que procesar. En términos de Moynihan, tenemos que descubrir los hechos en medio de la cacofonía de los datos.Los datos son los mismos para todos y es a través de la lente de la estadística que podemos procesarlos y contextualizarlos. Las técnicas estadísticas sustentan la recolección de datos y su agregación; permiten hacer pronósticos en situaciones de incertidumbre y resolver problemas que impiden el progreso de nuestras naciones.Por lo tanto, es menester diferenciar entre fuentes que generan estadísticas con rigor metodológico, atendiendo a estándares internacionalmente aceptados -como el INEGI- y las que no. La estadística busca reflejar la realidad de un fenómeno social, por lo que resulta ser una herramienta útil para desentrañar los hechos.Por ello, hoy 20 de octubre, Día Mundial de la Estadística, invito a reflexionar en la importancia de contar con información confiable, que describe los sucesos que acontecen en nuestro mundo. Aprovechemos la estadística como una guía para distinguir hechos y formular opiniones basadas en la realidad. El autor es presidente del INEGI.@SantaellaJulio      ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=2189984&TipoTrans=8
49,Se atora en Senado fin de fideicomisos,Mayolo López,Falla Morena en conseguir quórum en comisión. Sesionan en sede alterna legisladores ante las protestas de inconformes,"Morena en el Senado de la República maniobró con lo que estuvo a su alcance, pero ni así pudo consumar, al menos en comisiones, la controvertida e impugnada extinción de 109 fideicomisos.Atrincherados en una sede alterna, el procedimiento se atoró en una de las dos comisiones involucradas, a la hora en que la sede parlamentaria seguía bloqueada por aproximadamente un centenar de activistas opuestos a la desaparición de los polémicos instrumentos.El bloque opositor, conformado por las bancadas del PAN, PRI, MC y PRD, desairó la sesión de trabajo alegando que no era dable sesionar en una sede alterna sin el consentimiento de la Mesa Directiva.La bancada mayoritaria batalló para arañar el quórum en la comisión de Hacienda y Crédito Público que preside el poblano Alejandro Armenta, que se presentó muy orondo a pesar de que apenas hace diez días había dado positivo a Covid-19.En esa circunstancias, la bancada mayoritaria conminó a la maestra Ifigenia Martínez, de 93 años de edad, a presentarse en el primer piso del hotel Fiesta Inn de la Alameda, para asegurarse el quórum, con todos los riesgos que implicaba para la salud de la senadora.A la postre, la maestra se apersonó... pero para votar en contra. Y con la abstención de la suplente de Citlalli Hernández, Celeste Sánchez -investigadora al fin y al cabo-, la bancada mayoritaria empujó con 9 votos a favor la minuta aprobada por sus correligionarios en la Cámara de Diputados.La aprobación de la minuta se atoró porque el procedimiento comprendía la participación de los 12 integrantes de la comisión de Estudios Legislativos Segunda, que preside Ana Lilia Hernández, y Morena sólo pudo reunir seis de siete votos necesarios. La incertidumbre asomaba en la bancada mayoritaria sobre el curso que tomaría la eliminación de los fideicomisos.""No hay ningún madruguete"", zanjó el senador Armenta tras la aprobación en el seno de la comisión que preside.""Acompañamos contundentemente al Presidente de la República: no vacilamos, no dudamos. Tenemos un compromiso firme. La bancada tiene un compromiso ideológico, programático con el combate a la corrupción y por eso acompañamos al Presidente en la extinción de fideicomisos"", razonó. LAS PROTESTAS A la media noche del domingo, una veintena de niños había abordado en Chilapa, Guerrero, un autobús con destino a la Ciudad de México. Los menores y el grupo de adultos que los cuidaba llegaron pasadas las seis de la mañana a la sede del Senado, pero fueron desalojados por personal de seguridad, contó Victoria Salmerón Hernández, del colectivo Siempre Vivos.Al mediodía, los niños irrumpieron frente a la Cámara alta con rosas blancas y amarillas y allí permanecieron poco más de una hora.""Papi. Te sigo buscando"", rezaba la cartulina que portaba Jasiel Ismael Sastre Ojeda, un pequeño de 10 años, en la tragedia que para él y los suyos representa la pérdida de un fideicomiso para los miles que buscan a sus desaparecidos día con día.Otras consignas retumbaban en la sede parlamentaria. ""Mija, escucha, tu madre está en la lucha (...)"".A las puertas confluyeron los niños de Chilapa y académicos de renombre como el doctor Sergio López Ayllón, director del Centro de Investigación y Docencia Económicas (CIDE).""Estamos haciendo el último intento de exponer los argumentos, de razonar con los senadores, de tratar de convencerlos, de que es una mala idea lo que van a votar. Que tiene consecuencias importantes para el país, que no estamos defendiendo privilegios sino políticas, y que el ánimo siempre ha sido el mismo: dialogar para que ellos timen decisiones informadas"", señaló.""Morena no puede hacer historia despreciando a las víctimas"" fue otro grito que se escuchó afuera del Senado.La tensión se hizo presente por la noche, pues al cierre de la edición, Policías de la Ciudad de México arribaron al plantón de los inconformes en el Senado.De acuerdo con reportes, los agentes rodearon a los manifestantes para, presuntamente, desalojarlos.El senador sin partido Emilio Álvarez Icaza advirtió a través de redes sociales que en el lugar hay mujeres y niños.""Granaderos de la @SSC_CDMX cercan a personas, entre ellas mujeres y niñ@s, en plantón en el @senadomexicano contra la eliminación de fideicomisos. Rechazo todo intento de desalojo a su reclamo legal y legítimo"", alertó en su cuenta de Twitter.Por su parte, la organización Artículo 19 exigió a la Secretaría de Seguridad capitalina no reprimir y garantizar el derecho a la protesta.Indignación. Colectivos y familiares de víctimas de violencia se congregaron afuera del Senado de la República para manifestarse en contra de la extinción de 109 fideicomisos.   El choque En medio de tensiones transcurrió ayer el avance de la extinción de 109 fideicomisos en el Senado de la República.- Tras un forcejeo con manifestantes, elementos de seguridad retiraron las vallas que resguardaban la sede.- Ante el bloqueo de los accesos, los legisladores sesionaron en un hotel cerca de la Alameda Central.- Por la noche, policías de la CDMX instalaron un cerco e impidieron el paso de los inconformes.  ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=2189958&TipoTrans=8
50,Niega Corral eludir Tratado,Pedro Sánchez Briones,Dialoga Gobernador con productores. Señalan presiones de Gobernación; garantizan pago de agua a EU,"CHIHUAHUA.- El Gobernador Javier Corral y productores agrícolas negaron que Chihuahua incumpla con el Tratado de Aguas con Estados Unidos, como afirmó la Secretaría de Gobernación, y ratificaron su disposición al diálogo para resolver el conflicto.""Es falso que Chihuahua no haya hecho aportaciones para el cumplimiento del Tratado. En condiciones de sequía extrema hemos pagado con creces y lo hemos hecho en mayor volumen que cualquiera de los ríos tributarios"", señalaron en un posicionamiento conjunto.""Chihuahua ha aportado 910 millones de metros cúbicos a través de escurrimientos y del trasvase de la presa Las Vírgenes a la presa El Granero, lo que representa un 46.6 por ciento del total aportado en conjunto por los seis ríos tributarios de la cuenca del Río Bravo"".Tras reunirse en Palacio de Gobierno, indicaron que en ninguna parte del Tratado se especifica un porcentaje o volumen determinado de agua para Chihuahua.Los firmantes rechazaron las expresiones de la Secretaria de Gobernación, Olga Sánchez Cordero, quien señaló la semana pasada en la Cámara de Diputados que si el Tratado es revisado por los Estados Unidos la culpa sería del Gobierno de Chihuahua.""No sólo es una declaración irresponsable, sino que además demuestra una ignorancia supina, primero porque México puede cumplir en tiempo y forma antes del 24 de octubre y, segundo, porque ninguna autoridad de Estados Unidos ha planteado su revisión"", advirtieron.En su pronunciamiento, el Gobierno estatal y los productores indicaron que el próximo 24 de octubre vencerá el ciclo 35 del Tratado de Aguas, que abarca el quinquenio 2015-2020.""Nuestro País pagará la totalidad de la cuota que corresponde (2 mil 158 millones de m3), con las extracciones de todos los ríos tributarios y el resto con las fuentes contempladas en el tratado para tal efecto"", refirieron.Ante ello, consideraron, debería suspenderse la extracción de agua de las presas del estado y pidieron retirar a la Guardia Nacional de los embalses.""Reiteramos nuestro rechazo a las prácticas autoritarias de presión indebida e ilegal y las insinuaciones calumniosas en contra del movimiento estatal de defensa del agua"", subrayaron.""Así como la estrategia de intimidación y amenazas por parte de la Secretaría de Gobernación, basadas en estar presionando de manera individual a algunos de los líderes del movimiento, a partir de los procedimientos iniciados por la Unidad de Inteligencia Financiera del SAT"".En su pronunciamiento, manifestaron su voluntad de diálogo con las autoridades federales para resolver el conflicto por el agua.""Expresamos nuestra disposición al diálogo para conocer cualquier planteamiento o propuesta que, de manera formal, transparente, pública y directa, presente el Gobierno federal en torno a las aportaciones de nuestro estado al Tratado"", subrayaron los productores.Esto, indicaron, mediante un mecanismo de negociación con capacidad de decisión en el que participen los representantes legales de los módulos de riego, el Gobierno estatal y el Gobierno federal.   ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=2189935&TipoTrans=8
51,Mantiene UIF bloqueo,Pedro Sánchez Briones,,"CHIHUAHUA.- La Unidad de Inteligencia Financiera (UIF) mantiene congeladas las cuentas personales de Salvador Alcántar, presidente de la Asociación de Usuarios de Riego del Estado de Chihuahua (AURECH).El Gobierno estatal difundió ayer un citatorio enviado a Alcántar para comparecer el 30 de octubre en la Ciudad de México y que le den a conocer las causas del bloqueo.De acuerdo con las autoridades estatales, el documento forma parte de los procedimientos que utiliza la UIF para intimidar a los representantes de los productores de Chihuahua que encabezan la defensa del agua.Personas allegadas a Alcántar indicaron que son dos cuentas personales las que mantiene bloqueadas la UIF.El 14 de septiembre, la Unidad de Inteligencia Financiera bloqueó cuentas a involucrados en la defensa del agua de las presas de Chihuahua, entre ellos a Alcántar.  ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=2189936&TipoTrans=8
52,Afirman que Conagua recurre a Tamaulipas,Isabella González,,"Agricultores de Tamaulipas denunciaron que la Comisión Nacional del Agua (Conagua) y la Comisión Internacional de Límites y Aguas entre México y Estados Unidos (CILA) recurren a presas internacionales que abastecen a ese estado para obtener la cuota de agua que México debe pagar el 24 de octubre.José Luis Carrasco, abogado de los productores tamaulipecos, advirtió en la Ciudad de México que las autoridades federales tomarán el agua del Río Conchos para solventar la cuota de 230 millones de metros cúbicos en los próximos 5 días.""El agua que se le entrega a Estados Unidos sólo debe de ser de los seis ríos afluentes al Río Bravo y sólo en una tercera parte"", expuso.""¿Qué están haciendo Conagua y la CILA? Están tomando el 100 por ciento del Río Conchos para entregársela a Estados Unidos. ¿Por qué lo hacen? Porque se le olvida ejercer la autoridad y permitir acciones como La Boquilla (en Chihuahua)"".Indicó que los agricultores de Tamaulipas pidieron un amparo en el Juzgado Octavo de Reynosa.""Se nos otorgó una suspensión definitiva para que no se le entregue agua a Estados Unidos hasta que no se haga la contabilidad y no se le entregue el 100 por ciento del agua de las concesiones a Chihuahua"", dijo Carrasco.""Sin embargo, la Conagua y la CILA están violando esta suspensión porque ya le han entregado agua a Estados Unidos del 100 por ciento del Río Conchos"".Los productores del norte de Tamaulipas aseveraron que los problemas se resolverían erradicando el huachicoleo del agua y las concesiones ilegales que, estimaron, representan 500 millones de metros cúbicos perdidos al año. ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=2189937&TipoTrans=8
53,Muere manifestante en bloqueo a peaje,Óscar Uscanga,,"Uno de los manifestantes que tomaron el pasado domingo a la fuerza la caseta de Zinapécuaro, Michoacán, murió tras ser atropellado por un automovilista que decidió no pagar la ""cuota voluntaria"" que le exigían.El plantón de presuntos habitantes de Guerrero culminó cuando el automóvil particular le pasó por encima a Octavio Morales, de 36 años, y Brandon Uriostegui, de 24 años, quienes pedían con un grupo de 70 personas una cuota a los que transitaban por la vía Maravatío-Zapotlanejo.De acuerdo con informes de Seguridad Pública estatal, los manifestantes, con palos y piedras en mano exigían, de forma violenta, el dinero a los conductores que se dirigían a Morelia.""Llegan agresivos abriendo plumas de carriles y toman a la fuerza, piden cooperación para permitir el paso. Vehículo de usuario particular atropella a 2 de los manifestantes"", reportó a las 22:55 horas la delegación de la Secretaría de Comunicaciones y Transportes (SCT).La Fiscalía General del Estado (FGE) confirmó que Uriostegui falleció tras ser atendido en la zona del incidente, mientras que Morales se encuentra hospitalizado.Tras el incidente, el grupo denominado ""Juvenil Guerrero"" decidió ayer tomar nuevamente la caseta con dirección a Morelia, pero con más violencia, según la SCT.""Continúa tomada, hubo necesidad de evacuar al personal al 100%, manifestantes se pusieron agresivos con el personal y los amenazaron con hacer justicia por su propia cuenta por el incidente ocurrido con sus compañeros manifestantes"", detalló.""Han estado ingresando a cabinas de cobro y al Edificio Administrativo, y han estado saqueando el edificio, el personal aún se encuentra resguardado, ya que continúan las amenazas"".  ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=2189942&TipoTrans=8
54,Denuncian detención de líder 'tomacasetas',Dzohara Limón,,"Organizaciones sociales denunciaron ayer que la líder ""tomacasetas"" Kenia Hernández, integrante del Colectivo Libertario Zapata Vive, fue detenida de manera arbitraria por presuntos policías que no mostraron una orden de aprehensión ni se identificaron.Usuarios acusaron a través de Facebook que alrededor de 20 patrullas de la Policía Estatal detuvieron en Puebla el autobús en el que viajaban miembros del colectivo, a la altura de la caseta de Amozoc, donde agentes les quitaron sus celulares, los golpearon y después se llevaron a Hernández.Aseguraron que la patrulla donde subieron a la activista estaba rotulada con el número 19938.""No se presentó orden de aprehensión ni se informó a dónde sería trasladada, por lo que dentro del colectivo consideramos este acto como desaparición forzada a manos del Estado mexicano"", manifestó uno de los activistas.""Exigimos a las autoridades que nos revelen el paradero de nuestra compañera y exigimos un alto a la criminalización de las luchas sociales"".Otros usuarios de Facebook denunciaron que en el supuesto operativo también estuvieron elementos de la Policía Federal y de la Guardia Nacional.Hernández ya había sido aprehendida el pasado 6 de junio, cuando circulaba por el Libramiento Bicentenario, en el tramo de la autopista Valle de Bravo-La Hortaliza, tras haber sido acusada de robo con violencia.Hernández es beneficiaria del Mecanismo Federal de Protección a Personas Defensoras de Derechos Humanos y Periodistas desde 2019, ya que había sido víctima de persecución política en Guerrero por su labor. ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=2189943&TipoTrans=8
55,Roban computadoras de SRE,,,"GUADALAJARA. Desconocidos ingresaron a las instalaciones de la Secretaría de Relaciones Exteriores (SRE) en esta ciudad, dañaron una ventana y robaron tres computadoras. La dependencia reprogramó para la próxima semana citas para realizar diversos trámites.     ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=2189944&TipoTrans=8
56,Desaparece una doctora en Jalisco,Enrique Osorio,,"GUADALAJARA.- Alondra Hernández Ruelas, doctora originaria de San Luis Potosí, fue reportada por familiares como desaparecida tras salir de su guardia en un hospital de la colonia Mariano Otero, en Zapopan, Jalisco.La Secretaría de Seguridad de San Luis Potosí y la Comisión Estatal de Búsqueda de ese estado emitieron una ficha de alerta, en la que informan que ella fue vista por última vez la mañana del sábado.La médica salió del Hospital San Miguel Arcángel alrededor de las 10:00 horas, de acuerdo con la información dada a conocer por las autoridades de San Luis Potosí.La mujer de 25 años tiene como señas particulares una cicatriz de dos centímetros arriba de la ceja izquierda, un lunar café en la nariz, del lado derecho, y tres perforaciones en una de sus orejas.Al momento de su desaparición, ella vestía camisa y pantalón quirúrgicos de color verde, suéter rayado y tenis de color verde agua.Familiares de la doctora informaron que en su domicilio tampoco está su vehículo, un Honda City con placas de San Luis Potosí.La Comisión de Búsqueda de Personas de San Luis Potosí pide ofrecer cualquier dato que ayude a localizarla al teléfono 444-122-2471.La Fiscalía del estado de Jalisco reportó que hasta la tarde de ayer no contaba con ninguna denuncia sobre desaparición en esa entidad, ni con solicitud alguna de colaboración de las autoridades potosinas. ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=2189945&TipoTrans=8
57,Realizan búsqueda de fosas,,,"La Comisión de Búsqueda de Chihuahua desplegó un rastreo aéreo y terrestre para detectar la posible presencia de fosas clandestinas en el Cerro de la Antena, en el municipio de Galeana. En el operativo participaron el Centro de Derechos Humanos de las Mujeres y familiares de desaparecidos.      ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=2189946&TipoTrans=8
58,Exigen justicia por joven,,,"La organización civil Idheas exigió justicia y una búsqueda efectiva de la joven Ivette Melissa Flores Román, quien fue víctima de desaparición forzada el 19 de octubre de 2012. ""Hoy (lunes) se cumplen 8 años de la desaparición forzada de Ivette Melissa Flores Román, sin que hasta ahora tengamos respuesta sobre su paradero"", recordó en redes sociales.      ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=2189947&TipoTrans=8
59,Rescatan a 124 migrantes,,,"Las autoridades de Veracruz reportaron que del 8 al 17 de octubre fueron rescatados 124 migrantes, entre ellos 14 menores de edad, procedentes de Guatemala, Honduras, El Salvador, Nicaragua y Cuba. Los operativos de restate se registraron en cuatro municipios.     ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=2189948&TipoTrans=8
