,Titulo,Autor,Referencia,Texto,link
733,Asegura Peñasquito que pierde 50 mdd diarios por el bloqueo,,"Periódico La JornadaMartes 21 de mayo de 2019, p. 25","Zacatecas, Zac., La parálisis de las actividades en la minera Peñasquito, a 54 días de iniciado el bloqueo de sus instalaciones por ejidatarios y transportistas del municipio de Mazapil que exigen pago por sus servicios y remediación ambiental, provoca pérdidas de entre 40 y 50 millones de dólares al día, afirmó Michael Harvey, director de asuntos corporativos de la trasnacional minera Newmont-Goldcorp.
La mina de oro y plata a cielo abierto más grande de México, propiedad de inversionistas canadienses y estadunidenses, produce minerales cuyo valor alcanza hasta mil millones de pesos diarios, con una paridad promedio de 20 pesos por dólar.
Según el directivo, Minera Peñasquito ha dejado de producir 2 mil 700 millones de dólares (unos 54 mil millones de pesos) en oro, plata, cobre, zinc y plomo.
Este emporio extractivo procesa cada 24 horas en tres turnos más de 130 mil toneladas de materiales rocosos extraídos de los tajos Chile Colorado y Peñasco.
El pasado 27 de marzo cientos de ejidatarios y transportistas del ejido de San Juan de Cedros bloquearon los accesos a Peñasquito porque, luego de una década de operaciones, agotó mantos freáticos, secó un manantial y cinco pozos agrícolas.
Asimismo, canceló contratos de traslado de agua y tierra con más de 180 afiliados a la Unión de Transportistas y Trabajadores de Mazapil Cava, y dio esos trabajos a una compañía española, por lo cual ejidatarios y transportistas demandan una indemnización.
Desde que se inició el bloqueo Michael Harvey fijó la postura de la trasnacional: Cero tolerancia al bloqueo. Es decir, mientras siga el cierre de los accesos a la mina no habrá negociación. Incluso calificó de extorsión la demanda de indemnización.
Según el ejecutivo, en este conflicto no sólo pierde la trasnacional Newmont-Goldcorp, sino también la Federación, que recibe un millón de pesos diarios en impuesto sobre la renta y 300 mil pesos al día por concepto del impuesto minero, gravamen especial destinado al Fondo Minero.
Según estas cifras, por cada mil millones de pesos extraídos del subsuelo mexicano, la trasnacional Newmont-Goldcorp paga en impuestos un millón 300 mil pesos.
",https://www.jornada.com.mx/2019/05/21/estados/025n1est
734,Exigen avances en investigación sobre asesinato de Samir Flores,,"Periódico La JornadaMartes 21 de mayo de 2019, p. 8","Cuernavaca, Mor., Integrantes del Frente de Pueblos en Defensa del Agua y la Tierra de Morelos, Puebla y Tlaxcala protestaron frente a la Fiscalía General del estado (FGE), la mañana de ayer, para exigir avances en la investigación del asesinato del activista opositor a la termoeléctrica de Huexca, Samir Flores Soberanes, crimen que este 20 de mayo cumplió tres meses.
Los manifestantes, encabezados por los familiares del activista y locutor comunitario del poblado de Amilcingo, municipio de Temoac, se apostaron afuera de la FGE alrededor de las 11 horas y después bloquearon la avenida Emiliano Zapata, en esta ciudad.
Señalaron que la muerte de su compañero fue un asesinato político, por el contexto en el que sucedió y por la negativa de la Fiscalía General de la República para atraer este caso.
Reiteraron que Flores Soberanes no tenía enemigos y su lucha siempre fue por la vida y contra el Proyecto Integral Morelos (PIM, que incluye dos termoeléctricas, un gasoducto y un acueducto), complejo a cargo de la Comisión Federal de Electricidad, impulsado desde las pasadas administraciones estatal y federal, y sostenido por las actuales.
Flores Soberanes fue asesinado afuera de su casa el pasado 20 de febrero; a la fecha la FGE no ha detenido a los autores materiales ni ha avanzado en esclarecer el motivo de su muerte.

Detienen a dos por muerte de Humberto Adame
En tanto, el gobernador de Morelos, Cuauhtémoc Blanco Bravo, pidió con urgencia la llegada de elementos de la Guardia Nacional para combatir a los grupos del crimen organizado que han provocado en fechas recientes una serie de actos violentos en la entidad y han cooptado, igual que en otros estados, a elementos policiacos municipales y estatales.
En ese contexto, la FGE informó de la detención de dos mujeres involucradas con el secuestro y asesinato de Humberto Adame, hermano del ex gobernador Marco Antonio Adame. Se trata de Marisol N y Roxana N, ambas de 24 años de edad.
Fueron capturadas este fin de semana, una en Cuernavaca y la otra en Mazatepec, y presentadas el domingo ante un juez de control. Ambas portaban billetes producto del pago del rescate de la víctima.
",https://www.jornada.com.mx/2019/05/21/politica/008n2pol
735,Padres de los 43 insisten en liberación de 17 opositores a La Parota,,"Periódico La JornadaMartes 21 de mayo de 2019, p. 12","Acapulco, Gro., Este lunes, luego de visitar durante tres horas el Centro de Reinserción Social (Cereso) de Acapulco, una comitiva de los padres de los 43 normalistas de Ayotzinapa no localizados desde el 26 de septiembre de 2014 se pronunció por la liberación inmediata de 17 comuneros y policías comunitarios de Cacahuatepec presos desde el 7 de enero de 2018, tras hechos de violencia ocurridos en La Concepción, en la zona rural de Acapulco, cuando fallecieron seis civiles armados y cinco policías comunitarios.
Melitón Ortega Carlos, integrante del comité de padres de los 43, insistió en que los presos, integrantes del Consejo de Ejidos y Comunidades Opositores a la Presa La Parota (Cecop), no cometieron delito alguno. Explicó que con su visita se refrenda el apoyo hacia los compañeros; venimos a decirles que estamos con ellos; luchamos para que ellos también sean liberados, hoy se encuentran encarcelados de manera injusta.
Ortega Carlos señaló ante los padres de normalistas que los 17 comuneros y policías comunitarios de Cacahuatepec recluidos aseguraron haber sido golpeados, torturados y amenazados. Se les fabricó el delito de asesinar personas, sostuvo.
El representante de los padres de desaparecidos indicó que así como ellos han sufrido esa calumnia, igual los padres de los 43 la han padecido, ya que se fabrican delitos a las víctimas, culparon a los jóvenes como si fueran delincuentes, hasta la fecha se sigue criminalizando la lucha de los 43.
Melitón Ortega expuso que acudieron al Cereso a establecer ese lazo, el compromiso que tuvimos es seguir trabajando de manera coordinada, y seguir brindándonos el apoyo de unos a otros, y sobre todo la unidad, la comunicación y compartir la lucha.
Enfatizó que dos de los comuneros recluidos se encuentran a la espera de ser intervenidos quirúrgicamente, pues sufrieron lesiones por golpes que recibieron cuando fueron detenidos, y otros de los internos no se encontraban en La Concepción cuando ocurrieron los homicidios calificados que se les atribuyen.
Adelantó que el próximo 22 de mayo se realizará una audiencia de juicio oral, en la cual los pa-dres de los normalistas desaparecidos acompañarán a los miembros del Cecop y sus familiares para pedir su libertad.
",https://www.jornada.com.mx/2019/05/21/politica/012n2pol
736,Ñañús de Lerma se oponen a la autopista Naucalpan-Toluca,,"Periódico La JornadaMiércoles 22 de mayo de 2019, p. 27","Pobladores de la comunidad otomí de San Francisco Xochicuautla, municipio de Lerma, estado de México, expresaron su rechazo a la construcción de la autopista Toluca-Naucalpan porque se está cometiendo un ecocidio al fragmentar el bosque y afectar los mantos acuíferos.
En conferencia de prensa, añadieron que el uso de explosivos ha causado trastornos respiratorios a habitantes de la comunidad indígena, especialmente a niños, y las vibraciones han dañado viviendas.
Jaime Vargas González, integrante del Consejo Supremo Indígena de la comunidad de San Francisco Xochicuautla, y los habitantes Lucero González Flores y Héctor González Sánchez, lamentaron que pese a que existen cuatro amparos que ordenan parar las obras mientras se resuelve el juicio, continúa la destrucción del bosque otomí, considerado área natural protegida con categoría de santuario del agua.
Vargas González dijo que los trabajos, que comenzaron en 2007, perjudican a pobladores en un tramo de unos siete kilómetros de los 29 que tendrá la carretera. Están cometiendo desacato, porque un juez dice que se dejen las cosas como están hasta que acane el juicio.
Sostuvo que las empresas constructoras han contratado golpeadores para amagar a los residentes y sostuvo que la zona es además un lugar sagrado.
Denunciaron que el consejo supremo indígena restaurado apoya los intereses empresariales, fue electo de manera ilegal y no tiene injerencia en las decisiones. Remarcaron que la autoridad recae en el Consejo Supremo Indígena de la Comunidad de San Francisco Xochicuautla.
Están violando nuestros derechos humanos. Como comunidad indígena tenemos autonomía, autogobierno y autodeterminación sobre nuestras tierras. Además, no se cuenta con un estudio de impacto ambiental ni con permiso de la Secretaría de la Defensa Nacional para usar explosivos.
",https://www.jornada.com.mx/2019/05/22/estados/027n1est
737,Condenan el obispo Vera y la Ocean Futures Society el City Center de León,,"Periódico La JornadaJueves 23 de mayo de 2019, p. 27","León, Gto., Los integrantes del ayuntamiento de León, encabezados por el alcalde panista Héctor López Santillana, son unos inmorales por haber autorizado la construcción del complejo hotelero, comercial y habitacional City Center a pesar de que daña el humedal del parque ecológico Los Cárcamos, consideró Raúl Vera López, obispo de Saltillo, Coahuila, y defensor de los derechos humanos.
El religioso publicó en Facebook un video en el cual envió una palabra de ánimo a los ecologistas de la plataforma electrónica Salvemos el humedal de Los Cárcamos.
Los ambientalistas han denunciado que se ha vertido al humedal agua contaminada con grasas, lo que ha matado peces y plantas. Además, han alertado sobre la posible mortalidad de 32 especies de aves, algunas migratorias.
Han hecho muy bien en poner una denuncia en la oficina de gestión ambiental del municipio de León contra lo que hace la empresa México Retail Properties. Su proyecto, City Center, es un atentado contra la vida humana y la naturaleza, señaló el obispo originario de Acámbaro, Guanajuato.
Agregó que este desarrollo “lesiona el equilibrio ecológico del humedal. Ya basta de estar soportando barbaridades que hacen empresas extranjeras en nuestro país. Ya basta de gobiernos vendepatrias, de políticos que son agentes de ventas. Basta de hacer de México una mercancía. Estamos hartos, sépanlo ya, señores del ayuntamiento de León, recalcó Vera López.
La organización Ocean Futures Society, fundada por el ambientalista y cineasta Jean-Michel Cousteau, también condenó el ecocidio del City Center.
En una carta dirigida a la titular de la Secretaría de Medio Ambiente y Recursos Naturales del gobierno federal, Josefa González Ortiz Mena; al gobernador de Guanajuato, Diego Sinhue Rodríguez Vallejo, y al edil de León, Héctor López Santillana –los dos últimos del Partido Acción Nacional–, Ocean Futures Society exigió que concedan cuanto antes una audiencia ciudadana, a la cual hemos sido invitados como observadores, como lo hemos hecho en numerosos casos donde se pone en peligro la integridad ecológica de México.
Por su parte, el presidente de la comisión de medio ambiente y regidor panista del ayuntamiento de León, Jorge Cabrera González, canceló una segunda reunión con los ecologistas que defienden el humedal, con el argumento de que todos los permisos entregados a City Center están en regla.
",https://www.jornada.com.mx/2019/05/23/estados/027n3est
738,Piden ñañús 10 obras a cambio de dar su aval a una autopista,,"Periódico La JornadaJueves 23 de mayo de 2019, p. 27","El Consejo Supremo Indígena de la Comunidad Indígena Ñañú (otomí) de San Francisco Xochicuautla, estado de México, informó que aceptó la construcción de la autopista Toluca-Naucalpan con la condición de que se realizaran 10 acciones en favor de la comunidad.
En conferencia de prensa, integrantes de dicho consejo, habitantes de la comunidad y representantes legales aseguraron que la obra lleva un avance de 93.7 por ciento y aceptaron para evitar una represión como la ocurrida en San Salvador Atenco.
Lo que logramos es digno: 10 pasos para lograr el control de nuestro bosque. No nos avergonzamos ni somos traidores ni vendepueblos, como nos han dicho opositores a la obra.
La abogada Esther Sánchez, afirmó que la información sobre los acuerdos y el proyecto alternativo está abierta.
José Luis Fernández Flores, integrante del Consejo Supremo, defendió los acuerdos con la constructora Teya por medio de asamblea, que es la máxima autoridad de la comunidad indígena en resistencia.
Insistió en que no firmamos ningún convenio a escondidas: hubo personal de la Comisión Nacional de los Derechos Humanos, del Alto Comisionado de la Organización de las Naciones Unidas y de Servicios y Asesoría para la Paz.
Las modificaciones incluyen construcción de puentes, pasos superiores multiusos con flora que servirán para preservar especies y un paso superior vehicular. También se hará un plan de desarrollo integral para la comunidad que incluye acciones de educación, cultura, salud, deporte, cuidado del bosque y proyectos productivos.
",https://www.jornada.com.mx/2019/05/23/estados/027n4est
739,Prevén daños irreversibles por el nuevo aeropuerto,,"Periódico La JornadaJueves 23 de mayo de 2019, p. 10","La construcción del Aeropuerto Internacional Felipe Ángeles (AIFA) en la Base Aérea Militar de Santa Lucía, estado de México, desplazará a los habitantes de cuatro municipios de Tecámac, y ocasionará grave daño al medio ambiente e incrementará el desabasto de agua en la zona, señalaron pueblos originarios aledaños a la obra.
El AIFA ocasionará daños y alteraciones no sólo en el medio ambiente sino también en nuestra forma de vida. La obra provocará la destrucción de recursos forestales y afectará la extracción y explotación del agua potable, además de que se continuarán devastando los cerros para obtener material pétreo, expresó Carlos Torres Landa, miembro del sistema autónomo de aguas de San Pablo Tecalco.
En un coloquio realizado en la Facultad de Estudios Superiores Aragón indicaron que tan sólo en San Lucas Xoloc, más de 40 por ciento de los 15 mil habitantes serán desalojados.
Entrevista con el Ejecutivo
Exigen que el presidente Andrés Manuel López Obrador se reúna con los habitantes afectados para explicar las afectaciones y ofrezca alternativas al respecto.
Sócrates Galicia Fuentes, académico e investigador de la Universidad Autónoma Chapingo, resaltó que el área total del Aeropuerto Internacional Felipe Ángeles es de 3 mil 600 hectáreas y que los ejidos más dañados serán Xaltocán, Ozumbilla, Xoloc y Santa Ana Nextlalpan. Se aproxima la guerra del agua porque nos vamos a quedar sin el recurso, manifestó Francisco Ortega, del Sistema de Agua Potable, mientras que Benjamín Galindo Pizaña agregó que Xoloc es un pueblo originario que se niega a desaparecer. Las reservas ecológicas desafortunadamente están siendo devastadas. Preferimos agua que aviones.
La profesora Victoria Martínez Ruiz, de la casa de cultura de Xoloc, expresó que desde el anunció del gobierno federal de ampliar la base aérea de Santa Lucía nadie les ha informado sobre el proyecto. Vivo en la colonia Michapa. Estoy a cinco casas de la entrada de la base aérea, y los habitantes desconocemos sobre la obra, hay mucha desinformación. Cuando los aviones militares despegan para los desfiles las casas se cimbran, donde yo vivo está cuarteada de los daños, es preocupante, qué va a pasar si un avión aterriza y despegue de manera repetitiva.
",https://www.jornada.com.mx/2019/05/23/politica/010n3pol
740,Que se vaya Peñasquito si no cumple con acuerdos,,"Periódico La JornadaJueves 23 de mayo de 2019, p. 27","Zacatecas, Zac., Al cumplirse 56 días del bloqueo a la mina de oro y plata a cielo abierto Peñasquito, propiedad de Newmont-Goldcorp, transportistas y ejidatarios de la comunidad San Juan de Cedros, municipio de Mazapil, anunciaron que continuarán con su protesta y emplazaron a la trasnacional a cumplir los compromisos de ocupación temporal y responsabilidad social o que se vaya.
En dos asambleas comunitarias frente al acceso principal a la mina, ubicada 305 kilómetros al noroeste de la capital del estado, el Frente Popular de Lucha de Zacatecas, el Frente de Comunidades Afectadas por la Minería y la Coordinadora Nacional Plan de Ayala informaron que hace siete años les prometieron que la llegada del corporativo traería desarrollo a esta zona del semidesierto, pero sólo afectó el territorio, el medio ambiente, la salud y la vida. Ya nada fue igual.
Por su parte, la Cámara Minera de México (Camimex), expresó su respaldo a la trasnacional Newmont-Goldcorp y exigió a los gobiernos local y federal resolver el problema de manera expedita, pues afecta los ingresos de 20 mil personas que trabajan de manera directa e indirecta en la mina.
“La Camimex no ve conflicto comunitario entre la trasnacional y los ejidatarios de San Juan de Cedros –quienes protestan por el abatimiento de los mantos freáticos, un manantial y cinco pozos agrícolas–, pues el cierre indebido de la mina Peñasquito fue realizado exclusivamente por integrantes de la compañía transportista Cava.
Hasta ahora no hay un mensaje de las autoridades que brinde certeza a empresas e inversionistas. Como consecuencia de este bloqueo ilegal, Newmont Goldcorp México reporta pérdidas diarias de 50 millones de pesos, lo que perjudica gravemente el bienestar de las familias zacatecanas y la vida comunitaria de 25 poblaciones vecinas, expuso.
Sobre el rechazo de pobladores a la construcción de la presa Milpillas en el municipio de Jiménez del Teúl, la Secretaría de Gobernación federal emplazó al gobierno de Zacatecas a proteger a Grecia Rodríguez Navarro, asesora legal y representante de los ejidatarios que se oponen a dicho proyecto hídrico, quien ha recibido amenazas de muerte.
La activista, quien está acogida al Mecanismo para la Protección de Personas Defensoras de Derechos Humanos, denunció que teme por su vida, pues hace unos días desconocidos merodearon su casa y tomaron fotografías.
",https://www.jornada.com.mx/2019/05/23/estados/027n1est
741,Campesinos exigen que se les liquiden pagos por sus tierras,,"Periódico La JornadaViernes 24 de mayo de 2019, p. 8","La Coordinadora Nacional Plan de Ayala, Movimiento Nacional (CNPA-MN) exhortó al presidente Andrés Manuel López Obrador a cumplir su promesa de retirar las concesiones a los empresarios que no hayan liquidado la tierra a campesinos y ejidatarios o adeuden pagos por derechos de vía hacia proyectos carreteros e hidroeléctricos.
Recomendaron iniciar con el empresario Carlos Slim, quien “en más de 12 años no ha pagado a 680 campesinos de Nayarit por la construcción de la autopista Tepic –Nayarit, los cuales ahora también están amenazados de muerte por el cártel Jalisco Nueva Generación”.
En conferencia de prensa realizada a las afueras de Palacio Nacional, en donde instalaron un plantón indefinido, el vocero de la CNPA-MN, Jesús Gutiérrez Valencia, y el líder estatal en Nayarit, Humberto Huerta, demandaron atención a sus exigencias de pago conforme lo estipula la ley y la protección a integrantes de la CNPA-MN amenazados por el referido grupo delictivo.
También exigieron respuesta gubernamental por el caso de Amatán, Chiapas, tras la desaparición, tortura y asesinato de los compañeros Noé Jiménez Pablo y José Santiago Gómez Álvarez.
Para el caso de la construcción de la autopista Tepic-Nayarit, reclamaron el pago de las indemnizaciones a los ejidatarios y el cobro por derechos de vía por mil hectáreas para más de 600 ejidatarios.
Asimismo, solicitaron la actualización de los avalúos del valor de la tierra y la protección para 10 miembros de la CNPA-MN, por parte del Mecanismo de Protección a Periodistas y Defensores de Derechos Humanos de la Secretaría de Gobernación.
Detallaron que el pago que les ofrece el gobierno federal, por tierra de riego es de 140 mil pesos por hectárea, tierra de temporal, 84 mil pesos y tierra de agostadero, 44 mil pesos.
",https://www.jornada.com.mx/2019/05/24/politica/008n2pol
742,Con retraso de 4 meses atiende fallo de PAOT la alcaldía de Coyoacán,,"Periódico La JornadaViernes 24 de mayo de 2019, p. 30","Después de cuatro meses que la Procuraduría Ambiental y del Ordenamiento Territorial (PAOT) resolvió sobre la ilegalidad y el retiro de la rampa que construyó la Quiero Casa sobre la banqueta, que extendió alrededor de 10 metros ocupando dos carriles de la avenida Aztecas, en el número 215 en los Reyes Coyoacán, apenas ayer la alcaldía de Manuel Negrete informó a los vecinos que la inmobiliaria fue notificada, sin que hasta el momento se haya hecho la demolición de la pendiente, así como el retiro del tapial que colocó.
La obstrucción, denunciaron los vecinos, dificulta el paso de peatones, adultos mayores y personas con discapacidad, que al pasar por el referido punto deben bajar al arrollo vehicular.
Los habitantes de la zona que se han opuesto al proyecto inmobiliario dieron aviso a las autoridades desde que se hizo la edificación, porque la rampa en su punto más alto mide 65 centímetros por arriba de la banqueta; no obstante, la alcaldía ha sido omisa.
Los vecinos presentaron los documentos que dirigieron a los titulares de Jurídico y Gobierno, Obras, Desarrollo Urbano y Protección Civil de la alcaldía hace varios meses, donde señala que la PAOT resolvió debido al peligro que representa para los vecinos tener que usar el arrollo vehicular en una vialidad primaria.
Expusieron que la modificación del terreno se hizo para facilitar las maniobras para la construcción de departamentos autorizados, pese a que se edifican sobre el acuífero somero en una zona que reporta gran escasez de agua.
Caminar junto a los autos no ha sido fácil para los vecinos porque además de la rampa también se colocó un tapial que complica más el paso, por lo que han realizado varias protestas para exigir el retiro.
Luego de la protesta que hicieron el pasado miércoles en la plaza principal de Coyoacán, apenas ayer fueron notificados, con cuatro meses de retraso, que la directora general de Obras y Desarrollo Urbano de la alcaldía, Silvia Jiménez Gómez, hizo el requerimiento oficial a Quiero Casa para el retiro de la rampa y el tapial.
",https://www.jornada.com.mx/2019/05/24/capital/030n3cap
743,Los de abajo,"
Gloria Muñoz Ramírez
",,"El mal nombrado Tren   Maya va extendiendo sus rieles sobre las comunidades, ésas sí mayas, de la península de Yucatán. Sin consultarse pasó a la licitación, y sin licitación ya se siente su presencia en los pueblos con la llegada en los últimos meses de programas asistenciales que, siguiendo el manual del despojo, empiezan a dividir a las comunidades.
Por estos caminos los pobladores coinciden en que no tienen información, hasta los que dicen apoyar el proyecto confirman no contar con más datos que los que aseguran que habrá trabajo y crecimiento para todos. No se conocen impactos ambientales, ni el tipo de trabajo al que podrán acceder, ni lo que implicará para ellos y ellas el impulso de una industrialización que no pidieron.
El debate no está en las vías del tren, sino en el impacto social, cultural, territorial y ambiental de este proyecto en la cotidianidad de las comunidades mayas que no son materia de decoración turística, sino espacios en los que se teje la vida aquí y ahora.
Por los caminos de este sur empiezan a surgir retenes anticonstitucionales en los que se instalan encuestadores de empresas particulares que detienen a los automovilistas para preguntarles cuánto gastan en gasolina entre Muna y Umán, por ejemplo. Después de conocer el gasto, les dicen si no quisieran pagar menos y mejor trasladarse en tren porque, afirman, el tren maya será para ustedes.
Otra estrategia que se despliega es a través del programa federal Sembrando Vida. Personeros del gobierno y de Morena ofrecen 4 mil 500 pesos mensuales durante seis años a quienes, literal, se suban al tren.
No falta el uso del histórico recurso priísta del reparto de despensas casa por casa, comunidad por comunidad, como se hace en José María Morelos, Quintana Roo, mediante una lista con credencial de elector. Si están de acuerdo con el tren no les faltarán beneficios como éstos, les dicen.
Hay quienes necesitan estos beneficios y por eso los aceptan; y otros que, como las jóvenes de Xk’éek’en, en Dzitnup, Valladolid, opinan que se trata de un tren destructivo y que no hay por qué convertirse en sirvientes. Esto apenas empieza. Los mayas tienen la palabra.
https://desinformemonos.org.mx

losylasdeabajo@yahoo.com.mx
",https://www.jornada.com.mx/2019/05/25/opinion/014o1pol
744,Desmantelan en Michoacán 7 huertas ilegales de aguacate,,"Periódico La JornadaSábado 25 de mayo de 2019, p. 24","Morelia, Mich., Autoridades ambientales estatales y municipales desmantelaron siete huertas de aguacate ilegales, dos de ellas ubicadas en la localidad de Zacapu y cinco en la zona sur de Morelia, donde los cerros de Jesús del Monte han sido deforestados en los últimos tres años.
Según organizaciones ambientalistas sólo mil 500 hectáreas de las huertas ilícitas han sido decomisadas en operativos, porque al menos 100 mil hectáreas cultivadas de aguacate en Michoacán carecen de permisos ambientales.
El alcalde de la capital michoacana, Raúl Morón Orozco, informó que seguirá la búsqueda de huertas ilegales de aguacate y no descartó que haya más cultivos en el cerro de Quinceo. Admitió que Morelia es el municipio michoacano más afectado por incendios forestales, la mayoría provocados por personas que pretenden cambiar el uso del suelo.
En los últimos dos años han sido desmanteladas 618 hectáreas sembradas de aguacate de forma ilegal mediante 74 operativos en 17 municipios como Uruapan, Tacámbaro, Madero, Zinapécuaro, Zacapu, Morelia, Charo, Ocampo, Zitácuaro, Pátzcuaro, entre otros.
En tanto, el titular de la Secretaría del Medio Ambiente, Cambio Climático y Desarrollo Territorial de Michoacán, Ricardo Luna García, anunció que en semanas próximas con el apoyo de la Secretaría de la Defensa Nacional aumentarán las acciones para detectar sembradíos de aguacate en zonas que no son aptas para su plantación.
Reiteró que más de 90 por ciento de los aproximadamente 600 incendios forestales que han ocurrido en la entidad han sido dolosos, principalmente para sembrar aguacate. Hemos encontrado bidones de gasolina en lugares donde se ha incendiado el bosque.
Luna García apuntó que lo más grave es que la fiebre del cultivo de ese fruto ha crecido por las ganancias que se obtienen, por lo que se trabaja en una propuesta de ley para aumentar penalizaciones a quienes cometan delitos ambientales, de tal forma que no alcancen libertad bajo fianza y sean presos.
El cultivo de aguacate en Michoacán es una actividad en la que participan 7 mil 500 productores; genera 12 mil empleos de cortadores y 2 mil de transportistas. No obstante, amplias zonas forestales han sido destruidas, como la zona del lago de Zirahuén, donde se han perdido en los últimos cinco años más de 10 mil hectáreas de bosque que están siendo sembradas de aguacate.
",https://www.jornada.com.mx/2019/05/25/estados/024n2est
745,El Correo Ilustrado,"
",,"LUrge debate sobre las políticas social y económica
a renuncia de Germán Martínez al IMSS ofrece una inapreciable oportunidad para que discutamos dos temas pendientes: la política económica y la política social necesarias para la 4T. Una premisa para aprovechar esa oportunidad es no caer en la mezquina descalificación personal, discutir los asuntos, que son nada menos que las políticas económica y social de alternativa al neoliberalismo. La política de austeridad es estrategia fundamental de la ortodoxia neoliberal, ya que es la que garantiza con el superávit primario de las finanzas públicas, la creciente transferencia de recursos que exige el nuevo capital financiero, con este gravoso lastre y sin reforma fiscal progresiva, al gobierno no le alcanzarán los recursos para cumplir su objetivo de desarrollo económico y social de la nación, aunque vaya de la austeridad republicana a la franciscana y de ahí a la del faquir. En cuanto a la política social, no puede consistir sólo en la entrega de dinero a sectores vulnerables, como las pensiones a las personas de la tercera edad o las becas a los jóvenes, que si bien son plausibles, no suplen lo fundamental de la política social de un estado de bienestar: el fortalecimiento de las instituciones de salud y de educación públicas, la superación de los enormes carencias que ahí se registran, por ejemplo, en los rezagos que existen para una atención oportuna y eficiente de los enfermos, cosa que en forma veraz señaló Germán Martínez en su elocuente carta de renuncia. Ojalá los universitarios especializados en estos temas de la política económica y de la economía política del desarrollo, entren con fuerza al urgente debate. El pueblo es sabio, sí, pero lo primero que sabe una persona sabia es que no lo sabe todo.
Felipe Zermeño López
No votamos por los empresarios
Los empresarios de México que actúan con honestidad, transparencia y toman medidas en favor de la nación, merecen siempre mi respeto y el de la población. El primero de julio pasado, según información oficial, por lo menos 30 millones de personas votamos pacíficamente por el proyecto de la Cuarta Transformación y elegimos a Andrés Manuel López Obrador.
Desde diciembre de 2018, cuando asumió como Presidente de México, ha demostrado que trabaja y desea seguir haciéndolo en favor de las mayorías, lo cual requiere tomar distancia de la imposición neoliberal que tanto lastre ha dejado.
Tarea difícil y de titanes. Todos los días se encuentran trabas y obstáculos al proyecto de la Cuarta Transformación.
Algunos periodistas y analistas se convierten en los voceros del empresariado que se beneficiaba con el neoliberalismo. También existen los reporteros, cronistas y analistas que informan sobre los avances sociales en el camino de transformar a México, poco a poco, con paciencia, en un país que sea escenario para la paz y la justicia social. Habrá que recordar siempre que 30 millones de personas, ciudadanos, pobladores, seres humanos, votamos por un líder social y no queremos que la agenda de gobierno la marquen los malos empresarios ni mafias del neoliberalismo.
Fernando Acosta Riveros

Construcción ilegal en calle donde se filmó la película Roma
En el número nueve de la calle Tepeji, a un par de casas de donde vivía el cineasta Alfonso Cuarón, en la misma que se filmó la película Roma, quieren construir un edificio.
El pasado 20 de mayo la Constructora Casasol e Inmobiliaria Belalba SA de CV llegó prepotentemente a demoler la casa, sin medidas básicas de seguridad, amenazando a los vecinos con golpearlos, y más por el simple hecho de cuestionar la situación con un permiso de demolición caduco y otros apócrifos. Los vecinos de Tepeji, vecinos de la Roma y la coordinadora exigimos que el alcalde de la Cuauhtémoc, Néstor Núñez López, cómplice de las inmobiliarias, deje de encubrirlas, que actúe conforme a la ley y que revoque los permisos irregulares que otorgaron sin constancias de publicación vecinal.
Vecinos Tepeji, Vecinos Roma, La coordinadora vs la corrupción inmobiliaria, Ana María Aparicio

Invitaciones
Vamos al teatro
El Grupo Tadeco Teatro, en su sede el Albergue del Arte, presenta la obra Japón, una puesta en escena donde el haiku se ofrece como un momento de lucidez y alcanza la certeza de que no se necesitan los conceptos para definir la realidad; de Flavio González Melo y Yukio Mishima y dirigida por Juan Cristobal Castillo.
La cita es hoy a las 19: 30 horas en Alberto Zamora 32, colonia Villa Coyoacán.
Teléfono 55 54 62 28.
Entrada libre.

Foro contra militizarización
Primer foro contra la militarización en territorio zapatista y en contra de la represión a los pueblos y comunidades indígenas del CNI-CIG, en el que participan familiares de víctimas, concejales y delegados del CNI-CIG de Amilcingo, Morelos y del Cipog-EZ, padres de los 43, Zósimo Camacho (periodista) y el doctor Gilberto López y Rivas. La cita es hoy a las 11:00 horas, en el Café Zapata Vive. Certificados 6, colonia Alamos. (cerca de Metro Xola).
Coordinación Metropolitana Anticapitalista y Antipatriarcal con el Concejo Indígena de Gobierno, Víctor Rogelio Caballero Sierra

Frente a la eternidad
Presentación del libro Frente a la eternidad, con la autora María Eugenia Pérez Montes, la participación de los escritores Ricardo Echávarri y Juan Manuel Bonilla, la editora Isabelle Cauzard y la moderación de Pedro Ramírez de la sección 36 del SNTE-CNTE del Valle de México y de la editorial Sin Recreo.
La cita es hoy a las 11:00 horas, en el cuarto piso de la sección novena de la CNTE, Belisario Domínguez 32, Centro Histórico de la Ciudad de México (cerca del Metro Allende).
Isabelle Cauzard





",https://www.jornada.com.mx/2019/05/25/opinion/002a2cor
